sequenceID,URL,division,country,host,state,strain,collection_data,authors
HM488206,,NY,United-States,Bird-crow,NY,WN02,2008-08-02,Henn et al
KX547295,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2011-08-24,Shabman et al
KX547279,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2010-07-08,Shabman et al
KJ501536,,NY,United-States,Mosquito-Culex,NY,WN02,2011-08-26,Newman et al
KJ501535,,NY,United-States,Mosquito-Culex,NY,WN02,2011-09-27,Newman et al
KX547537,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2011-09-27,Shabman et al
MF175837,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2014-08-05,Aroh et al
HM488238,,NY,United-States,Bird-crow,NY,WN02,2008-08-02,Henn et al
W025,,CA/San-Diego,United-States,Bird,CA,WN02,2008-04-17,WestNile4K
KX547572,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2010-07-06,Shabman et al
KX547185,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2012-09-07,Shabman et al
KY229068,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-08-02,Ehrbar et al
KY216150,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-07-12,Ehrbar et al
KY229071,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-08-08,Ehrbar et al
KY216149,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-06-21,Ehrbar et al
KX547575,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-06-21,Shabman et al
KX547445,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2014-09-17,Shabman et al
KX547559,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2012-09-12,Shabman et al
KX547497,,NY/Onondaga,United-States,Mosquito-Culex,NY,WN02,2012-08-02,Shabman et al
KX547222,,NY/Nassau,United-States,Mosquito-Aedes,NY,WN02,2012-07-07,Shabman et al
KX547443,,NY/Nassau,United-States,Mosquito-Aedes,NY,WN02,2012-08-18,Shabman et al
KX547418,,NY/Saint-Lawrence,United-States,Mosquito-Aedes,NY,WN02,2012-08-17,Shabman et al
KJ501531,,NY,United-States,Mosquito-Culex,NY,WN02,2012-08-08,Newman et al
KJ501532,,NY,United-States,Mosquito-Culex,NY,WN02,2012-08-22,Newman et al
KX547198,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2012-08-29,Shabman et al
KX547457,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2011-07-27,Shabman et al
KJ501537,,NY,United-States,Mosquito-Culex,NY,WN02,2011-07-27,Newman et al
KX547214,,NY/Chautauqua,United-States,Bird-crow,NY,WN02,2009-09-10,Shabman et al
KJ501308,,MN/Swift,United-States,Bird-other,MN,WN02,2010-09-13,Newman et al
MF175814,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2012-09-05,Aroh et al
KM012185,,NE,United-States,Human,NE,WN02,2012-08-02,Grinev et al
MF175813,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2012-09-05,Aroh et al
KJ786936,,TX/Harris,United-States,Bird-other,TX,WN02,2012-08-18,Duggal et al
KC333380,,TX/Harris,United-States,Bird-other,TX,WN02,2012-06-30,Mann et al
KC333377,,TX/Harris,United-States,Bird-other,TX,WN02,2012-06-15,Mann et al
KJ501435,,SD,United-States,Bird-other,SD,WN02,2012-08-14,Newman et al
MF175864,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2014-09-10,Aroh et al
MF175849,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2015-07-21,Aroh et al
W1339,,LA/Sttammany,United-States,,LA,WN02,2018-08-13,WestNile4K
KJ501437,,WI,United-States,Bird-crow,WI,WN02,2012-08-29,Newman et al
KC333385,,TX/Harris,United-States,Bird-other,TX,WN02,2012-07-12,Mann et al
KM012182,,NM,United-States,Human,NM,WN02,2012-08-02,Grinev et al
KJ501224,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-14,Newman et al
KJ501229,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-24,Newman et al
KR868734,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-23,Grubaugh et al
KJ501228,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-23,Newman et al
MF175855,,TX/Williamson,United-States,Mosquito-Culex,TX,WN02,2014-11-04,Aroh et al
MF175835,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2014-09-10,Aroh et al
MF175842,,TX/Travis,United-States,Mosquito-Culex,TX,WN02,2014-10-17,Aroh et al
W083,,CA/San-Diego,United-States,Bird,CA,WN02,2015-08-14,WestNile4K
W099,,CA/San-Diego,United-States,Mosquito,CA,WN02,2017-08-28,WestNile4K
W248,,CA/Losangeles,United-States,Mosquito,CA,WN02,2017-06-29,WestNile4K
W163,,CA/Losangeles,United-States,Bird,CA,WN02,2017-06-23,WestNile4K
W088,,CA/San-Diego,United-States,Mosquito-Culex,CA,WN02,2015-08-28,WestNile4K
W103,,CA/San-Diego,United-States,Bird-other,CA,WN02,2015-08-31,WestNile4K
W553,,CA/San-Diego,United-States,Bird-crow,CA,WN02,2015-07-02,WestNile4K
W165,,CA/San-Bernardino,United-States,Bird-other,CA,WN02,2017-06-30,WestNile4K
W238,,CA/Riverside,United-States,Mosquito,CA,WN02,2016-07-09,WestNile4K
W174,,CA/Butte,United-States,Bird-other,CA,WN02,2017-08-31,WestNile4K
W167,,CA/Riverside,United-States,Bird-crow,CA,WN02,2017-07-11,WestNile4K
W247,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2017-06-28,WestNile4K
KX547328,,NY/Rockland,United-States,Mosquito-Culex,NY,WN02,2013-07-03,Shabman et al
KM012180,,GA,United-States,Human,GA,WN02,2012-08-02,Grinev et al
MF175869,,TX/Travis,United-States,Mosquito-Culex,TX,WN02,2014-08-07,Aroh et al
MF175848,,TX/Colllin,United-States,Mosquito-Culex,TX,WN02,2015-07-27,Aroh et al
MF175847,,TX/Fort-Bend,United-States,Mosquito-Culex,TX,WN02,2015-07-28,Aroh et al
W1345,,LA/Ascension,United-States,,LA,WN02,2018-08-22,WestNile4K
KJ501432,,MA,United-States,Bird-crow,MA,WN02,2012-08-30,Newman et al
KX547514,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2013-09-12,Shabman et al
MF175844,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2014-07-21,Aroh et al
KX547343,,NY/Erie,United-States,Mosquito-Aedes,NY,WN02,2012-08-09,Shabman et al
KX547324,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2013-08-14,Shabman et al
W1298,,LA/Calcasieu,United-States,,LA,WN02,2017-07-20,WestNile4K
W1356,,LA/Ouachita,United-States,,LA,WN02,2017-06-21,WestNile4K
W1364,,LA/Ouachita,United-States,,LA,WN02,2017-07-07,WestNile4K
KX547206,,NY/Chautauqua,United-States,Mosquito-Culiseta,NY,WN02,2015-08-07,Shabman et al
KJ501226,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-22,Newman et al
KX547334,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2012-06-19,Shabman et al
KX547221,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2014-09-23,Shabman et al
MH819465,,CAN/QC/Saint-Bruno,Canada,Culex Sp.,CAN/QC,WN02,2015-09-09,Therrien et al
MF175871,,TX/Travis,United-States,Mosquito-Culex,TX,WN02,2014-08-12,Aroh et al
W1302,,LA/Ouachita,United-States,,LA,WN02,2017-07-08,WestNile4K
KM012171,,MS,United-States,Human,MS,WN02,2012-08-02,Grinev et al
W0975,,NH/Rockingham,United-States,,NH,WN02,2018-08-28,WestNile4K
KM012178,,TX,United-States,Human,TX,WN02,2012-08-02,Grinev et al
KC736492,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2012-07-04,Duggal et al
KM012183,,TX,United-States,Human,TX,WN02,2012-08-02,Grinev et al
MG004536,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2016-08-26,Hepp et al
W0953,,NH/Rockingham,United-States,,NH,WN02,2015-09-10,WestNile4K
MF175817,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2013-07-30,Aroh et al
MF175809,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2012-09-19,Aroh et al
KC736493,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2012-07-04,Duggal et al
KC736490,,TX/Montogmery,United-States,Mosquito-Culex,TX,WN02,2012-07-03,Duggal et al
MF175806,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2012-09-25,Aroh et al
MF175819,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2013-09-11,Aroh et al
W0971,,NH/Hillsborough,United-States,,NH,WN02,2018-08-16,WestNile4K
MF175810,,TX/Tarrant,United-States,Mosquito-Culex,TX,WN02,2012-09-18,Aroh et al
MF175807,,TX/Ellis,United-States,Mosquito-Culex,TX,WN02,2012-09-22,Aroh et al
MF175830,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2014-10-14,Aroh et al
KJ501220,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-29,Newman et al
W579,,CA/San-Diego,United-States,Bird-crow,CA,WN02,2015-11-02,WestNile4K
W558,,CA/San-Diego,United-States,Bird-crow,CA,WN02,2015-08-03,WestNile4K
W578,,CA/San-Diego,United-States,Bird-crow,CA,WN02,2015-10-16,WestNile4K
W580,,CA/San-Diego,United-States,Bird-crow,CA,WN02,2015-11-16,WestNile4K
KC711059,,TX/Collin,United-States,Mosquito-Culex,TX,WN02,2012-10-10,Mann et al
MF175833,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2014-07-09,Aroh et al
MF175821,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2013-08-20,Aroh et al
KC736498,,TX/Montogmery,United-States,Mosquito-Culex,TX,WN02,2012-08-22,Duggal et al
KC736497,,TX/Montogmery,United-States,Mosquito-Culex,TX,WN02,2012-08-21,Duggal et al
KC736496,,TX/Montogmery,United-States,Mosquito-Culex,TX,WN02,2012-08-16,Duggal et al
KC736494,,TX/Montogmery,United-States,Mosquito-Culex,TX,WN02,2012-08-15,Duggal et al
KC736486,,TX/Montogmery,United-States,Mosquito-Culex,TX,WN02,2012-07-03,Duggal et al
KC736495,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2012-08-17,Duggal et al
MF175859,,TX/Fort-Bend,United-States,Mosquito-Culex,TX,WN02,2014-08-05,Aroh et al
MG004538,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2015-10-07,Hepp et al
MG004532,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2015-08-05,Hepp et al
MG004535,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2014-07-22,Hepp et al
MG004541,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2017-04-26,Hepp et al
MG004528,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2015-06-09,Hepp et al
MG004531,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2016-05-12,Hepp et al
MG004534,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2016-06-29,Hepp et al
MG004530,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,WN02,2016-10-21,Hepp et al
KJ501225,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-15,Newman et al
MF175822,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2013-08-20,Aroh et al
KM012176,,NC,United-States,Human,NC,WN02,2012-08-02,Grinev et al
MF175861,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2015-08-19,Aroh et al
KJ501434,,MT,United-States,Bird-other,MT,WN02,2012-07-31,Newman et al
MF175812,,TX/Collin,United-States,Mosquito-Culex,TX,WN02,2012-09-06,Aroh et al
KM012187,,NE,United-States,Human,NE,WN02,2012-08-02,Grinev et al
MF175808,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2012-09-20,Aroh et al
KM012177,,WY,United-States,Human,WY,WN02,2012-08-02,Grinev et al
KC736500,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2012-08-29,Duggal et al
KC333384,,TX/Harris,United-States,Bird-other,TX,WN02,2012-07-12,Mann et al
MF175872,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2014-09-23,Aroh et al
MF175843,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2015-06-23,Aroh et al
MF175840,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2014-07-01,Aroh et al
KX547373,,NY/Niagara,United-States,Bird-crow,NY,WN02,2009-09-30,Shabman et al
KM012186,,OH,United-States,Human,OH,WN02,2012-08-02,Grinev et al
JF920747,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2008-08-02,Henn et al
KX547557,,NY/Suffolk,United-States,Bird-other,NY,WN02,2009-09-22,Shabman et al
KX547425,,NY/Suffolk,United-States,Bird-other,NY,WN02,2009-09-09,Shabman et al
KX547407,,NY/Suffolk,United-States,Bird-other,NY,WN02,2009-08-27,Shabman et al
KX547372,,NY/Suffolk,United-States,Bird-crow,NY,WN02,2009-08-13,Shabman et al
KX547227,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2011-09-01,Shabman et al
KX547376,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2010-09-16,Shabman et al
KX547358,,NY/Rockland,United-States,Mosquito-Culex,NY,WN02,2013-09-20,Shabman et al
W0954,,NH/Hillsborough,United-States,,NH,WN02,2017-07-31,WestNile4K
W0979,,NH/Rockingham,United-States,,NH,WN02,2018-09-04,WestNile4K
W0983,,NH/Rockingham,United-States,,NH,WN02,2018-09-11,WestNile4K
W0974,,NH/Hillsborough,United-States,,NH,WN02,2018-08-22,WestNile4K
KX547356,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2012-08-08,Shabman et al
KY216152,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-07-18,Ehrbar et al
KX547576,,NY/Onondaga,United-States,Bird-other,NY,WN02,2011-10-07,Shabman et al
KX547274,,NY/Madison,United-States,Mosquito-Culiseta,NY,WN02,2013-09-05,Shabman et al
W1327,,LA/West-Baton-Rouge,United-States,,LA,WN02,2018-08-09,WestNile4K
W1331,,LA/Ascension,United-States,,LA,WN02,2018-08-28,WestNile4K
W1334,,LA/Ascension,United-States,,LA,WN02,2018-08-21,WestNile4K
W1344,,LA/Ascension,United-States,,LA,WN02,2018-08-22,WestNile4K
W1324,,LA/West-Baton-Rouge,United-States,,LA,WN02,2018-08-30,WestNile4K
W1332,,LA/West-Baton-Rouge,United-States,,LA,WN02,2018-08-16,WestNile4K
W1337,,LA/West-Baton-Rouge,United-States,,LA,WN02,2018-08-02,WestNile4K
W1329,,LA/West-Baton-Rouge,United-States,,LA,WN02,2018-08-14,WestNile4K
W1342,,LA/West-Baton-Rouge,United-States,,LA,WN02,2018-08-23,WestNile4K
KX547283,,NY/Nassau,United-States,Mosquito-Aedes,NY,WN02,2012-08-31,Shabman et al
KX547280,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2012-09-11,Shabman et al
KX547547,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2012-08-24,Shabman et al
KX547291,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2012-08-15,Shabman et al
KX547483,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2014-07-03,Shabman et al
W0976,,NH/Rockingham,United-States,,NH,WN02,2018-08-28,WestNile4K
MF175860,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2015-07-22,Aroh et al
W0977,,NH/Hillsborough,United-States,,NH,WN02,2018-08-30,WestNile4K
W0959,,NH/Rockingham,United-States,,NH,WN02,2017-09-15,WestNile4K
W0989,,NH/Cheshire,United-States,,NH,WN02,2018-09-27,WestNile4K
KM012188,,IL,United-States,Human,IL,WN02,2012-08-02,Grinev et al
W0922,,IA,United-States,,IA,WN02,2015-08-01,WestNile4K
W0930,,WA/Walla,United-States,,WA,WN02,2017-08-01,WestNile4K
KX547551,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2013-10-03,Shabman et al
MH819460,,CAN/QC/Montréal,Canada,Culex Sp.,CAN/QC,WN02,2013-08-19,Therrien et al
MH819467,,CAN/QC/Pointe-Claire,Canada,Culex Sp.,CAN/QC,WN02,2013-08-19,Therrien et al
MF175834,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2015-08-11,Aroh et al
MF175865,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2015-09-16,Aroh et al
KM012179,,SD,United-States,Human,SD,WN02,2012-08-02,Grinev et al
KX547344,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2013-07-24,Shabman et al
MF175841,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2015-10-13,Aroh et al
KX547548,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2014-09-02,Shabman et al
KF367469,,VGB,British-Virgin-Islands,Bird-other,VGB,WN02,2013-03-30,Anthony et al
W0918,,US-VI,US-Virgin-Islands,,US-VI,WN02,2013-08-01,WestNile4K
JQ700439,,MS,United-States,Human,MS,WN02,2011-08-01,Anez et al
KX547391,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2010-08-25,Shabman et al
W0958,,NH/Rockingham,United-States,,NH,WN02,2017-09-12,WestNile4K
KX547286,,NY/Chautauqua,United-States,Mosquito-Culiseta,NY,WN02,2015-09-03,Shabman et al
W1330,,LA/East-Baton-Rouge,United-States,,LA,WN02,2018-09-02,WestNile4K
KT020853,,NE/Dundy,United-States,Human,NE,WN02,2014-09-01,Grubaugh et al
KX547456,,NY/Chautauqua,United-States,Mosquito-Culex,NY,WN02,2012-08-01,Shabman et al
MF175836,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2015-07-08,Aroh et al
MF175862,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2015-06-09,Aroh et al
KX547184,,NY/Onondaga,United-States,Mosquito-Culex,NY,WN02,2013-08-28,Shabman et al
W0970,,NH/Hillsborough,United-States,,NH,WN02,2018-08-20,WestNile4K
W0984,,NH/Rockingham,United-States,,NH,WN02,2018-09-11,WestNile4K
W0962,,NH/Rockingham,United-States,,NH,WN02,2017-10-05,WestNile4K
MF175838,,TX/Montgomery,United-States,Mosquito-Culex,TX,WN02,2014-08-18,Aroh et al
W0990,,NH/Rockingham,United-States,,NH,WN02,2018-10-04,WestNile4K
W1306,,LA/East-Baton-Rouge,United-States,,LA,WN02,2017-07-05,WestNile4K
W1375,,LA/Caddo,United-States,,LA,WN02,2017-08-04,WestNile4K
MH819450,,CAN/QC/Laval,Canada,Culex Sp.,CAN/QC,WN02,2016-08-17,Therrien et al
MH819446,,CAN/QC/Montréal,Canada,Culex Sp.,CAN/QC,WN02,2015-10-06,Therrien et al
W0960,,NH/Strafford,United-States,,NH,WN02,2017-09-19,WestNile4K
W1322,,LA/Ouachita,United-States,,LA,WN02,2018-08-15,WestNile4K
W0957,,NH/Hillsborough,United-States,,NH,WN02,2017-08-10,WestNile4K
W1346,,LA/Bossier,United-States,,LA,WN02,2018-08-04,WestNile4K
KX547269,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2013-08-23,Shabman et al
KM012184,,OH,United-States,Human,OH,WN02,2012-08-02,Grinev et al
W1309,,LA/East-Baton-Rouge,United-States,,LA,WN02,2017-07-31,WestNile4K
W1368,,LA/Allen,United-States,,LA,WN02,2017-07-18,WestNile4K
W1379,,LA/Allen,United-States,,LA,WN02,2017-07-04,WestNile4K
W1362,,LA/Allen,United-States,,LA,WN02,2017-08-01,WestNile4K
W1373,,LA/Allen,United-States,,LA,WN02,2017-07-04,WestNile4K
W1367,,LA/Allen,United-States,,LA,WN02,2017-08-01,WestNile4K
KY229069,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-08-08,Ehrbar et al
KY216151,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-07-18,Ehrbar et al
KJ501530,,PA,United-States,Bird-other,PA,WN02,2012-09-28,Newman et al
KX547473,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2013-07-17,Shabman et al
W0955,,NH/Hillsborough,United-States,,NH,WN02,2017-08-01,WestNile4K
MF175852,,TX/Dallas,United-States,Mosquito-Culex,TX,WN02,2015-10-21,Aroh et al
MF175853,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2014-08-05,Aroh et al
MF175863,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2014-09-04,Aroh et al
MH819466,,CAN/QC/Montréal,Canada,Culex Sp.,CAN/QC,WN02,2016-08-17,Therrien et al
MF175839,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2014-08-28,Aroh et al
KX547460,,NY/Madison,United-States,Mosquito-Aedes,NY,WN02,2013-08-06,Shabman et al
KX547604,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2013-08-28,Shabman et al
W1323,,LA/East-Baton-Rouge,United-States,,LA,WN02,2018-08-28,WestNile4K
W1328,,LA/Tangipahioa,United-States,,LA,WN02,2018-10-09,WestNile4K
W1335,,LA/Tangipahioa,United-States,,LA,WN02,2018-08-28,WestNile4K
W0988,,NH/Rockingham,United-States,,NH,WN02,2018-09-18,WestNile4K
W0966,,NH/Hillsborough,United-States,,NH,WN02,2018-08-13,WestNile4K
W0985,,NH/Rockingham,United-States,,NH,WN02,2018-09-13,WestNile4K
KY216155,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-08-01,Ehrbar et al
MF175851,,TX/Fort-Bend,United-States,Mosquito-Culex,TX,WN02,2015-09-01,Aroh et al
W1338,,LA/Caddo,United-States,,LA,WN02,2018-07-25,WestNile4K
W0973,,NH/Hillsborough,United-States,,NH,WN02,2018-08-22,WestNile4K
W0980,,NH/Rockingham,United-States,,NH,WN02,2018-09-11,WestNile4K
W0967,,NH/Hillsborough,United-States,,NH,WN02,2018-08-13,WestNile4K
W0968,,NH/Hillsborough,United-States,,NH,WN02,2018-08-13,WestNile4K
W0969,,NH/Hillsborough,United-States,,NH,WN02,2018-08-14,WestNile4K
KX547485,,NY/Rockland,United-States,Mosquito-Culex,NY,WN02,2014-06-13,Shabman et al
KX547565,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2013-09-24,Shabman et al
W0951,,NH/Rockingham,United-States,,NH,WN02,2013-10-01,WestNile4K
W0956,,NH/Cheshire,United-States,,NH,WN02,2017-08-04,WestNile4K
KX547167,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2013-09-04,Shabman et al
KX547196,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2013-09-17,Shabman et al
MH819453,,CAN/QC/Saint-Lambert,Canada,Culex Sp.,CAN/QC,WN02,2016-08-10,Therrien et al
W0964,,NH/Hillsborough,United-States,,NH,WN02,2018-08-07,WestNile4K
KX547524,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2013-08-21,Shabman et al
KX547467,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2013-09-12,Shabman et al
MH819459,,CAN/QC/Longueuil,Canada,Culex Sp.,CAN/QC,WN02,2014-09-04,Therrien et al
W1378,,LA/Bossier,United-States,,LA,WN02,2017-08-08,WestNile4K
W1370,,LA/Allen,United-States,,LA,WN02,2017-06-20,WestNile4K
W1372,,LA/Bossier,United-States,,LA,WN02,2017-08-08,WestNile4K
KY229072,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-08-15,Ehrbar et al
KX547579,,NY/Nassau,United-States,Mosquito-Aedes,NY,WN02,2012-07-21,Shabman et al
KX547330,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2013-09-18,Shabman et al
KX547410,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2012-07-31,Shabman et al
MF175831,,TX/Denton,United-States,Mosquito-Culex,TX,WN02,2015-09-22,Aroh et al
MF175858,,TX/Colllin,United-States,Mosquito-Culex,TX,WN02,2015-09-22,Aroh et al
MF175856,,TX/Colllin,United-States,Mosquito-Culex,TX,WN02,2015-08-10,Aroh et al
KX547556,,NY/Oswego,United-States,Mosquito-Culiseta,NY,WN02,2012-09-07,Shabman et al
KX547323,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2013-07-31,Shabman et al
KX547458,,NY/Suffolk,United-States,Bird-other,NY,WN02,2003-09-22,Shabman et al
KX547533,,NY/Cattaraugus,United-States,Bird-crow,NY,WN02,2004-05-21,Shabman et al
HM488139,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2003-10-07,Armstrong et al
HM488114,,CT/Fairfield,United-States,Mosquito-Aedes,CT,WN02,2002-10-01,Armstrong et al
HQ705659,,CT,United-States,Mosquito-Aedes,CT,WN02,2003-08-01,Henn et al
HM488141,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2003-09-16,Armstrong et al
KX547259,,NY/Niagara,United-States,Bird-other,NY,WN02,2005-08-11,Shabman et al
KJ786935,,TX/Harris,United-States,Bird-other,TX,WN02,2012-08-23,Duggal et al
HM488159,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2006-08-14,Armstrong et al
DQ666450,,TX/Concho,United-States,Human,TX,WN02,2005-08-01,Grinev et al
KX547563,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2006-08-09,Shabman et al
KX547432,,NY/Suffolk,United-States,Mosquito-other,NY,WN02,2006-08-10,Shabman et al
KX547238,,NY/Saint-Lawrence,United-States,Bird-crow,NY,WN02,2002-08-21,Shabman et al
KX547341,,NY/Dutchess,United-States,Bird-crow,NY,WN02,2005-01-31,Shabman et al
KX547402,,NY/Onondaga,United-States,Mosquito-Culex,NY,WN02,2002-09-18,Shabman et al
KJ501426,,TX,United-States,Bird-crow,TX,WN02,2002-07-19,Newman et al
